Date,AMZN,BTC-USD,F
2023-08-17 00:00:00+00:00,133.97999572753906,26664.55078125,10.39030933380127
2023-08-18 00:00:00+00:00,133.22000122070312,26049.556640625,10.504491806030273
2023-08-19 00:00:00+00:00,,26096.205078125,
2023-08-20 00:00:00+00:00,,26189.583984375,
2023-08-21 00:00:00+00:00,134.67999267578125,26124.140625,10.513274192810059
2023-08-22 00:00:00+00:00,134.25,26031.65625,10.42544174194336
2023-08-23 00:00:00+00:00,135.52000427246094,26431.640625,10.504491806030273
2023-08-24 00:00:00+00:00,131.83999633789062,26162.373046875,10.320047378540039
2023-08-25 00:00:00+00:00,133.25999450683594,26047.66796875,10.46057415008545
2023-08-26 00:00:00+00:00,,26008.462890625,
2023-08-27 00:00:00+00:00,,26089.693359375,
2023-08-28 00:00:00+00:00,133.13999938964844,26106.150390625,10.45179271697998
2023-08-29 00:00:00+00:00,134.91000366210938,27727.392578125,10.583538055419922
2023-08-30 00:00:00+00:00,135.07000732421875,27297.265625,10.565971374511719
2023-08-31 00:00:00+00:00,138.00999450683594,25931.47265625,10.653801918029785
2023-09-01 00:00:00+00:00,138.1199951171875,25800.724609375,10.662585258483887
2023-09-02 00:00:00+00:00,,25868.798828125,
2023-09-03 00:00:00+00:00,,25969.56640625,
2023-09-04 00:00:00+00:00,,25812.416015625,
2023-09-05 00:00:00+00:00,137.27000427246094,25779.982421875,10.618669509887695
2023-09-06 00:00:00+00:00,135.36000061035156,25753.236328125,10.601101875305176
2023-09-07 00:00:00+00:00,137.85000610351562,26240.1953125,10.504491806030273
2023-09-08 00:00:00+00:00,138.22999572753906,25905.654296875,10.80311393737793
2023-09-09 00:00:00+00:00,,25895.677734375,
2023-09-10 00:00:00+00:00,,25832.2265625,
2023-09-11 00:00:00+00:00,143.10000610351562,25162.654296875,10.73284912109375
2023-09-12 00:00:00+00:00,141.22999572753906,25833.34375,10.934857368469238
2023-09-13 00:00:00+00:00,144.85000610351562,26228.32421875,11.101737022399902
2023-09-14 00:00:00+00:00,144.72000122070312,26539.673828125,11.084169387817383
2023-09-15 00:00:00+00:00,140.38999938964844,26608.693359375,11.075386047363281
2023-09-16 00:00:00+00:00,,26568.28125,
2023-09-17 00:00:00+00:00,,26534.1875,
2023-09-18 00:00:00+00:00,139.97999572753906,26754.28125,10.838245391845703
2023-09-19 00:00:00+00:00,137.6300048828125,27211.1171875,11.031472206115723
2023-09-20 00:00:00+00:00,135.2899932861328,27132.0078125,10.855810165405273
2023-09-21 00:00:00+00:00,129.3300018310547,26567.6328125,10.715282440185547
2023-09-22 00:00:00+00:00,129.1199951171875,26579.568359375,10.917292594909668
2023-09-23 00:00:00+00:00,,26579.390625,
2023-09-24 00:00:00+00:00,,26256.826171875,
2023-09-25 00:00:00+00:00,131.27000427246094,26298.48046875,11.04903793334961
2023-09-26 00:00:00+00:00,125.9800033569336,26217.25,10.917292594909668
2023-09-27 00:00:00+00:00,125.9800033569336,26352.716796875,10.882159233093262
2023-09-28 00:00:00+00:00,125.9800033569336,27021.546875,11.031472206115723
2023-09-29 00:00:00+00:00,127.12000274658203,26911.720703125,10.908510208129883
2023-09-30 00:00:00+00:00,,26967.916015625,
2023-10-01 00:00:00+00:00,,27983.75,
2023-10-02 00:00:00+00:00,129.4600067138672,27530.78515625,10.811895370483398
2023-10-03 00:00:00+00:00,124.72000122070312,27429.978515625,10.601101875305176
2023-10-04 00:00:00+00:00,127.0,27799.39453125,10.530837059020996
2023-10-05 00:00:00+00:00,125.95999908447266,27415.912109375,10.45179271697998
2023-10-06 00:00:00+00:00,127.95999908447266,27946.59765625,10.53962230682373
2023-10-07 00:00:00+00:00,,27968.83984375,
2023-10-08 00:00:00+00:00,,27935.08984375,
2023-10-09 00:00:00+00:00,128.25999450683594,27583.677734375,10.601101875305176
2023-10-10 00:00:00+00:00,129.47999572753906,27391.01953125,10.715282440185547
2023-10-11 00:00:00+00:00,131.8300018310547,26873.3203125,10.759199142456055
2023-10-12 00:00:00+00:00,132.3300018310547,26756.798828125,10.53962230682373
2023-10-13 00:00:00+00:00,129.7899932861328,26862.375,10.372745513916016
2023-10-14 00:00:00+00:00,,26861.70703125,
2023-10-15 00:00:00+00:00,,27159.65234375,
2023-10-16 00:00:00+00:00,132.5500030517578,28519.466796875,10.478140830993652
2023-10-17 00:00:00+00:00,131.47000122070312,28415.748046875,10.574755668640137
2023-10-18 00:00:00+00:00,128.1300048828125,28328.341796875,10.320047378540039
2023-10-19 00:00:00+00:00,128.39999389648438,28719.806640625,10.126819610595703
2023-10-20 00:00:00+00:00,125.16999816894531,29682.94921875,10.223434448242188
2023-10-21 00:00:00+00:00,,29918.412109375,
2023-10-22 00:00:00+00:00,,29993.896484375,
2023-10-23 00:00:00+00:00,126.55999755859375,33086.234375,10.082904815673828
2023-10-24 00:00:00+00:00,128.55999755859375,33901.52734375,10.003857612609863
2023-10-25 00:00:00+00:00,121.38999938964844,34502.8203125,10.135601997375488
2023-10-26 00:00:00+00:00,119.56999969482422,34156.6484375,9.96872615814209
2023-10-27 00:00:00+00:00,127.73999786376953,33909.80078125,8.747885704040527
2023-10-28 00:00:00+00:00,,34089.57421875,
2023-10-29 00:00:00+00:00,,34538.48046875,
2023-10-30 00:00:00+00:00,132.7100067138672,34502.36328125,8.581008911132812
2023-10-31 00:00:00+00:00,133.08999633789062,34667.78125,8.696969032287598
2023-11-01 00:00:00+00:00,137.0,35437.25390625,8.839688301086426
2023-11-02 00:00:00+00:00,138.07000732421875,34938.2421875,9.044848442077637
2023-11-03 00:00:00+00:00,138.60000610351562,34732.32421875,9.419486999511719
2023-11-04 00:00:00+00:00,,35082.1953125,
2023-11-05 00:00:00+00:00,,35049.35546875,
2023-11-06 00:00:00+00:00,139.74000549316406,35037.37109375,9.196488380432129
2023-11-07 00:00:00+00:00,142.7100067138672,35443.5625,9.07160758972168
2023-11-08 00:00:00+00:00,142.0800018310547,35655.27734375,8.964569091796875
2023-11-09 00:00:00+00:00,140.60000610351562,36693.125,8.652368545532227
2023-11-10 00:00:00+00:00,143.55999755859375,37313.96875,8.795088768005371
2023-11-11 00:00:00+00:00,,37138.05078125,
2023-11-12 00:00:00+00:00,,37054.51953125,
2023-11-13 00:00:00+00:00,142.58999633789062,36502.35546875,8.759407043457031
2023-11-14 00:00:00+00:00,145.8000030517578,35537.640625,9.276766777038574
2023-11-15 00:00:00+00:00,143.1999969482422,37880.58203125,9.339207649230957
2023-11-16 00:00:00+00:00,142.8300018310547,36154.76953125,9.062687873840332
2023-11-17 00:00:00+00:00,145.17999267578125,36596.68359375,9.160807609558105
2023-11-18 00:00:00+00:00,,36585.703125,
2023-11-19 00:00:00+00:00,,37386.546875,
2023-11-20 00:00:00+00:00,146.1300048828125,37476.95703125,9.223248481750488
2023-11-21 00:00:00+00:00,143.89999389648438,35813.8125,9.089447975158691
2023-11-22 00:00:00+00:00,146.7100067138672,37432.33984375,9.151886940002441
2023-11-23 00:00:00+00:00,,37289.62109375,
2023-11-24 00:00:00+00:00,146.74000549316406,37720.28125,9.276766777038574
2023-11-25 00:00:00+00:00,,37796.79296875,
2023-11-26 00:00:00+00:00,,37479.12109375,
2023-11-27 00:00:00+00:00,147.72999572753906,37254.16796875,9.223248481750488
2023-11-28 00:00:00+00:00,147.02999877929688,37831.0859375,9.250006675720215
2023-11-29 00:00:00+00:00,146.32000732421875,37858.4921875,9.446247100830078
2023-11-30 00:00:00+00:00,146.08999633789062,37712.74609375,9.151886940002441
2023-12-01 00:00:00+00:00,147.02999877929688,38688.75,9.437325477600098
2023-12-02 00:00:00+00:00,,39476.33203125,
2023-12-03 00:00:00+00:00,,39978.390625,
2023-12-04 00:00:00+00:00,144.83999633789062,41980.09765625,9.544366836547852
2023-12-05 00:00:00+00:00,146.8800048828125,44080.6484375,9.45516586303711
2023-12-06 00:00:00+00:00,144.52000427246094,43746.4453125,9.535446166992188
2023-12-07 00:00:00+00:00,146.8800048828125,43292.6640625,9.651405334472656
2023-12-08 00:00:00+00:00,147.4199981689453,44166.6015625,9.820884704589844
2023-12-09 00:00:00+00:00,,43725.984375,
2023-12-10 00:00:00+00:00,,43779.69921875,
2023-12-11 00:00:00+00:00,145.88999938964844,41243.83203125,9.874404907226562
2023-12-12 00:00:00+00:00,147.47999572753906,41450.22265625,9.95468521118164
2023-12-13 00:00:00+00:00,148.83999633789062,42890.7421875,10.026043891906738
2023-12-14 00:00:00+00:00,147.4199981689453,43023.97265625,10.775320053100586
