Date,BTC-USD,^GSPC,^IXIC
2019-09-16,10276.7939453125,2997.9599609375,8153.5400390625
2019-09-17,10241.2724609375,3005.699951171875,8186.02001953125
2019-09-18,10198.248046875,3006.72998046875,8177.39013671875
2019-09-19,10266.4150390625,3006.7900390625,8182.8798828125
2019-09-20,10181.6416015625,2992.070068359375,8117.669921875
2019-09-21,10019.716796875,,
2019-09-22,10070.392578125,,
2019-09-23,9729.32421875,2991.780029296875,8112.4599609375
2019-09-24,8620.56640625,2966.60009765625,7993.6298828125
2019-09-25,8486.9931640625,2984.8701171875,8077.3798828125
2019-09-26,8118.9677734375,2977.6201171875,8030.66015625
2019-09-27,8251.845703125,2961.7900390625,7939.6298828125
2019-09-28,8245.9150390625,,
2019-09-29,8104.185546875,,
2019-09-30,8293.8681640625,2976.739990234375,7999.33984375
2019-10-01,8343.2763671875,2940.25,7908.68017578125
2019-10-02,8393.0419921875,2887.610107421875,7785.25
2019-10-03,8259.9921875,2910.6298828125,7872.259765625
2019-10-04,8205.939453125,2952.010009765625,7982.47021484375
2019-10-05,8151.50048828125,,
2019-10-06,7988.15576171875,,
2019-10-07,8245.623046875,2938.7900390625,7956.2900390625
2019-10-08,8228.783203125,2893.06005859375,7823.77978515625
2019-10-09,8595.740234375,2919.39990234375,7903.740234375
2019-10-10,8586.4736328125,2938.1298828125,7950.77978515625
2019-10-11,8321.7568359375,2970.27001953125,8057.0400390625
2019-10-12,8336.5556640625,,
2019-10-13,8321.005859375,,
2019-10-14,8374.6865234375,2966.14990234375,8048.64990234375
2019-10-15,8205.369140625,2995.679931640625,8148.7099609375
2019-10-16,8047.52685546875,2989.68994140625,8124.18017578125
2019-10-17,8103.9111328125,2997.949951171875,8156.85009765625
2019-10-18,7973.20751953125,2986.199951171875,8089.5400390625
2019-10-19,7988.560546875,,
2019-10-20,8222.078125,,
2019-10-21,8243.720703125,3006.719970703125,8162.990234375
2019-10-22,8078.203125,2995.989990234375,8104.2998046875
2019-10-23,7514.671875,3004.52001953125,8119.7900390625
2019-10-24,7493.48876953125,3010.2900390625,8185.7998046875
2019-10-25,8660.7001953125,3022.550048828125,8243.1201171875
2019-10-26,9244.97265625,,
2019-10-27,9551.71484375,,
2019-10-28,9256.1484375,3039.419921875,8325.990234375
2019-10-29,9427.6875,3036.889892578125,8276.849609375
2019-10-30,9205.7265625,3046.77001953125,8303.98046875
2019-10-31,9199.5849609375,3037.56005859375,8292.3603515625
2019-11-01,9261.1044921875,3066.909912109375,8386.400390625
2019-11-02,9324.7177734375,,
2019-11-03,9235.3544921875,,
2019-11-04,9412.6123046875,3078.27001953125,8433.2001953125
2019-11-05,9342.52734375,3074.6201171875,8434.6796875
2019-11-06,9360.8798828125,3076.780029296875,8410.6298828125
2019-11-07,9267.5615234375,3085.179931640625,8434.51953125
2019-11-08,8804.880859375,3093.080078125,8475.3095703125
2019-11-09,8813.58203125,,
2019-11-10,9055.5263671875,,
2019-11-11,8757.7880859375,3087.010009765625,8464.2802734375
2019-11-12,8815.662109375,3091.840087890625,8486.08984375
2019-11-13,8808.2626953125,3094.0400390625,8482.099609375
2019-11-14,8708.0947265625,3096.6298828125,8479.01953125
2019-11-15,8491.9921875,3120.4599609375,8540.830078125
2019-11-16,8550.7607421875,,
2019-11-17,8577.9755859375,,
2019-11-18,8309.2861328125,3122.030029296875,8549.9404296875
2019-11-19,8206.1455078125,3120.179931640625,8570.66015625
2019-11-20,8027.26806640625,3108.4599609375,8526.73046875
2019-11-21,7642.75,3103.5400390625,8506.2099609375
2019-11-22,7296.57763671875,3110.2900390625,8519.8798828125
2019-11-23,7397.796875,,
2019-11-24,7047.9169921875,,
2019-11-25,7146.1337890625,3133.639892578125,8632.490234375
2019-11-26,7218.37109375,3140.52001953125,8647.9296875
2019-11-27,7531.66357421875,3153.6298828125,8705.1796875
2019-11-28,7463.10595703125,,
2019-11-29,7761.24365234375,3140.97998046875,8665.4697265625
2019-11-30,7569.6298828125,,
2019-12-01,7424.29248046875,,
2019-12-02,7321.98828125,3113.8701171875,8567.990234375
2019-12-03,7320.1455078125,3093.199951171875,8520.6396484375
2019-12-04,7252.03466796875,3112.760009765625,8566.669921875
2019-12-05,7448.3076171875,3117.429931640625,8570.7001953125
2019-12-06,7546.99658203125,3145.909912109375,8656.5302734375
2019-12-07,7556.23779296875,,
2019-12-08,7564.34521484375,,
2019-12-09,7400.8994140625,3135.9599609375,8621.830078125
2019-12-10,7278.11962890625,3132.52001953125,8616.1796875
2019-12-11,7217.42724609375,3141.6298828125,8654.0498046875
2019-12-12,7243.13427734375,3168.570068359375,8717.3203125
2019-12-13,7269.6845703125,3168.800048828125,8734.8798828125
2019-12-14,7124.673828125,,
2019-12-15,7152.3017578125,,
2019-12-16,6932.48046875,3191.449951171875,8814.23046875
2019-12-17,6640.51513671875,3192.52001953125,8823.3603515625
2019-12-18,7276.802734375,3191.139892578125,8827.740234375
2019-12-19,7202.84423828125,3205.3701171875,8887.2197265625
2019-12-20,7218.81640625,3221.219970703125,8924.9599609375
2019-12-21,7191.15869140625,,
2019-12-22,7511.5888671875,,
2019-12-23,7355.62841796875,3224.010009765625,8945.650390625
2019-12-24,7322.5322265625,3223.3798828125,8952.8798828125
2019-12-25,7275.15576171875,,
2019-12-26,7238.966796875,3239.909912109375,9022.3896484375
2019-12-27,7290.08837890625,3240.02001953125,9006.6201171875
2019-12-28,7317.990234375,,
2019-12-29,7422.65283203125,,
2019-12-30,7292.9951171875,3221.2900390625,8945.990234375
2019-12-31,7193.59912109375,3230.780029296875,8972.599609375
2020-01-01,7200.17431640625,,
2020-01-02,6985.47021484375,3257.85009765625,9092.1904296875
2020-01-03,7344.88427734375,3234.85009765625,9020.76953125
2020-01-04,7410.65673828125,,
2020-01-05,7411.3173828125,,
2020-01-06,7769.21923828125,3246.280029296875,9071.4697265625
2020-01-07,8163.6923828125,3237.179931640625,9068.580078125
2020-01-08,8079.86279296875,3253.050048828125,9129.240234375
2020-01-09,7879.0712890625,3274.699951171875,9203.4296875
2020-01-10,8166.55419921875,3265.35009765625,9178.8603515625
2020-01-11,8037.53759765625,,
2020-01-12,8192.494140625,,
2020-01-13,8144.1943359375,3288.1298828125,9273.9296875
2020-01-14,8827.7646484375,3283.14990234375,9251.330078125
2020-01-15,8807.0107421875,3289.2900390625,9258.7001953125
2020-01-16,8723.7861328125,3316.81005859375,9357.1298828125
2020-01-17,8929.0380859375,3329.6201171875,9388.9404296875
2020-01-18,8942.80859375,,
2020-01-19,8706.2451171875,,
2020-01-20,8657.642578125,,
2020-01-21,8745.89453125,3320.7900390625,9370.8095703125
2020-01-22,8680.8759765625,3321.75,9383.76953125
2020-01-23,8406.515625,3325.5400390625,9402.48046875
2020-01-24,8445.4345703125,3295.469970703125,9314.91015625
2020-01-25,8367.84765625,,
2020-01-26,8596.830078125,,
2020-01-27,8909.8193359375,3243.6298828125,9139.3095703125
2020-01-28,9358.58984375,3276.239990234375,9269.6796875
2020-01-29,9316.6298828125,3273.39990234375,9275.16015625
2020-01-30,9508.9931640625,3283.659912109375,9298.9296875
2020-01-31,9350.529296875,3225.52001953125,9150.9404296875
2020-02-01,9392.875,,
2020-02-02,9344.365234375,,
2020-02-03,9293.521484375,3248.919921875,9273.400390625
2020-02-04,9180.962890625,3297.590087890625,9467.9697265625
2020-02-05,9613.423828125,3334.68994140625,9508.6796875
2020-02-06,9729.8017578125,3345.780029296875,9572.150390625
2020-02-07,9795.943359375,3327.7099609375,9520.509765625
2020-02-08,9865.119140625,,
2020-02-09,10116.673828125,,
2020-02-10,9856.611328125,3352.090087890625,9628.3896484375
2020-02-11,10208.236328125,3357.75,9638.9404296875
2020-02-12,10326.0546875,3379.449951171875,9725.9599609375
2020-02-13,10214.3798828125,3373.93994140625,9711.9697265625
2020-02-14,10312.1162109375,3380.159912109375,9731.1796875
2020-02-15,9889.4248046875,,
2020-02-16,9934.43359375,,
2020-02-17,9690.142578125,,
2020-02-18,10141.99609375,3370.2900390625,9732.740234375
2020-02-19,9633.38671875,3386.14990234375,9817.1796875
2020-02-20,9608.4755859375,3373.22998046875,9750.9697265625
2020-02-21,9686.44140625,3337.75,9576.58984375
2020-02-22,9663.181640625,,
2020-02-23,9924.515625,,
2020-02-24,9650.1748046875,3225.889892578125,9221.2802734375
2020-02-25,9341.705078125,3128.2099609375,8965.6103515625
2020-02-26,8820.5224609375,3116.389892578125,8980.7802734375
2020-02-27,8784.494140625,2978.760009765625,8566.48046875
2020-02-28,8672.455078125,2954.219970703125,8567.3701171875
2020-02-29,8599.5087890625,,
2020-03-01,8562.4541015625,,
2020-03-02,8869.669921875,3090.22998046875,8952.169921875
2020-03-03,8787.7861328125,3003.3701171875,8684.08984375
2020-03-04,8755.24609375,3130.1201171875,9018.08984375
2020-03-05,9078.7626953125,3023.93994140625,8738.58984375
2020-03-06,9122.5458984375,2972.3701171875,8575.6201171875
2020-03-07,8909.9541015625,,
2020-03-08,8108.1162109375,,
2020-03-09,7923.64453125,2746.56005859375,7950.68017578125
2020-03-10,7909.7294921875,2882.22998046875,8344.25
2020-03-11,7911.43017578125,2741.3798828125,7952.0498046875
2020-03-12,4970.7880859375,2480.639892578125,7201.7998046875
2020-03-13,5563.70703125,2711.02001953125,7874.8798828125
2020-03-14,5200.3662109375,,
2020-03-15,5392.31494140625,,
2020-03-16,5014.47998046875,2386.1298828125,6904.58984375
2020-03-17,5225.62939453125,2529.18994140625,7334.77978515625
2020-03-18,5238.4384765625,2398.10009765625,6989.83984375
2020-03-19,6191.19287109375,2409.389892578125,7150.580078125
2020-03-20,6198.7783203125,2304.919921875,6879.52001953125
2020-03-21,6185.06640625,,
2020-03-22,5830.2548828125,,
2020-03-23,6416.31494140625,2237.39990234375,6860.669921875
2020-03-24,6734.8037109375,2447.330078125,7417.85986328125
2020-03-25,6681.06298828125,2475.56005859375,7384.2998046875
2020-03-26,6716.4404296875,2630.070068359375,7797.5400390625
2020-03-27,6469.79833984375,2541.469970703125,7502.3798828125
2020-03-28,6242.19384765625,,
2020-03-29,5922.04296875,,
2020-03-30,6429.841796875,2626.64990234375,7774.14990234375
2020-03-31,6438.64453125,2584.590087890625,7700.10009765625
2020-04-01,6606.7763671875,2470.5,7360.580078125
2020-04-02,6793.62451171875,2526.89990234375,7487.31005859375
2020-04-03,6733.38720703125,2488.64990234375,7373.080078125
2020-04-04,6867.52734375,,
2020-04-05,6791.12939453125,,
2020-04-06,7271.78125,2663.679931640625,7913.240234375
2020-04-07,7176.41455078125,2659.409912109375,7887.259765625
2020-04-08,7334.0986328125,2749.97998046875,8090.89990234375
2020-04-09,7302.08935546875,2789.820068359375,8153.580078125
2020-04-10,6865.4931640625,,
2020-04-11,6859.0830078125,,
2020-04-12,6971.091796875,,
2020-04-13,6845.03759765625,2761.6298828125,8192.419921875
2020-04-14,6842.427734375,2846.06005859375,8515.740234375
2020-04-15,6642.10986328125,2783.360107421875,8393.1796875
2020-04-16,7116.80419921875,2799.550048828125,8532.3603515625
2020-04-17,7096.1845703125,2874.56005859375,8650.1396484375
2020-04-18,7257.6650390625,,
2020-04-19,7189.4248046875,,
2020-04-20,6881.95849609375,2823.159912109375,8560.73046875
2020-04-21,6880.3232421875,2736.56005859375,8263.23046875
2020-04-22,7117.20751953125,2799.31005859375,8495.3798828125
2020-04-23,7429.724609375,2797.800048828125,8494.75
2020-04-24,7550.90087890625,2836.739990234375,8634.51953125
2020-04-25,7569.93603515625,,
2020-04-26,7679.8671875,,
2020-04-27,7795.60107421875,2878.47998046875,8730.16015625
2020-04-28,7807.05859375,2863.389892578125,8607.73046875
2020-04-29,8801.0380859375,2939.510009765625,8914.7099609375
2020-04-30,8658.5537109375,2912.429931640625,8889.5498046875
2020-05-01,8864.7666015625,2830.7099609375,8604.9501953125
2020-05-02,8988.5966796875,,
2020-05-03,8897.46875,,
2020-05-04,8912.654296875,2842.739990234375,8710.7099609375
2020-05-05,9003.0703125,2868.43994140625,8809.1201171875
2020-05-06,9268.76171875,2848.419921875,8854.3896484375
2020-05-07,9951.5185546875,2881.18994140625,8979.66015625
2020-05-08,9842.666015625,2929.800048828125,9121.3203125
2020-05-09,9593.896484375,,
2020-05-10,8756.4306640625,,
2020-05-11,8601.7958984375,2930.18994140625,9192.33984375
2020-05-12,8804.4775390625,2870.1201171875,9002.5498046875
2020-05-13,9269.9873046875,2820.0,8863.169921875
2020-05-14,9733.7216796875,2852.5,8943.7197265625
2020-05-15,9328.197265625,2863.699951171875,9014.5595703125
2020-05-16,9377.013671875,,
2020-05-17,9670.7392578125,,
2020-05-18,9726.5751953125,2953.909912109375,9234.830078125
2020-05-19,9729.0380859375,2922.93994140625,9185.099609375
2020-05-20,9522.9814453125,2971.610107421875,9375.7802734375
2020-05-21,9081.76171875,2948.510009765625,9284.8798828125
2020-05-22,9182.5771484375,2955.449951171875,9324.58984375
2020-05-23,9209.287109375,,
2020-05-24,8790.3681640625,,
2020-05-25,8906.9345703125,,
2020-05-26,8835.052734375,2991.77001953125,9340.2197265625
2020-05-27,9181.017578125,3036.1298828125,9412.3603515625
2020-05-28,9525.7509765625,3029.72998046875,9368.990234375
2020-05-29,9439.1240234375,3044.31005859375,9489.8701171875
2020-05-30,9700.4140625,,
2020-05-31,9461.05859375,,
2020-06-01,10167.2685546875,3055.72998046875,9552.0498046875
2020-06-02,9529.8037109375,3080.820068359375,9608.3798828125
2020-06-03,9656.7177734375,3122.8701171875,9682.91015625
2020-06-04,9800.63671875,3112.35009765625,9615.8095703125
2020-06-05,9665.533203125,3193.929931640625,9814.080078125
2020-06-06,9653.6796875,,
2020-06-07,9758.8525390625,,
2020-06-08,9771.4892578125,3232.389892578125,9924.75
2020-06-09,9795.7001953125,3207.179931640625,9953.75
2020-06-10,9870.0947265625,3190.139892578125,10020.349609375
2020-06-11,9321.78125,3002.10009765625,9492.73046875
2020-06-12,9480.84375,3041.31005859375,9588.8095703125
2020-06-13,9475.27734375,,
2020-06-14,9386.7880859375,,
2020-06-15,9450.7021484375,3066.590087890625,9726.01953125
2020-06-16,9538.0244140625,3124.739990234375,9895.8701171875
2020-06-17,9480.2548828125,3113.489990234375,9910.5302734375
2020-06-18,9411.8408203125,3115.340087890625,9943.0498046875
2020-06-19,9288.0185546875,3097.739990234375,9946.1201171875
2020-06-20,9332.3408203125,,
2020-06-21,9303.6298828125,,
2020-06-22,9648.7177734375,3117.860107421875,10056.48046875
2020-06-23,9629.658203125,3131.2900390625,10131.3701171875
2020-06-24,9313.6103515625,3050.330078125,9909.169921875
2020-06-25,9264.8134765625,3083.760009765625,10017.0
2020-06-26,9162.91796875,3009.050048828125,9757.2197265625
2020-06-27,9045.390625,,
2020-06-28,9143.58203125,,
2020-06-29,9190.8544921875,3053.239990234375,9874.150390625
2020-06-30,9137.9931640625,3100.2900390625,10058.76953125
2020-07-01,9228.3251953125,3115.860107421875,10154.6298828125
2020-07-02,9123.41015625,3130.010009765625,10207.6298828125
2020-07-03,9087.3037109375,,
2020-07-04,9132.48828125,,
2020-07-05,9073.9423828125,,
2020-07-06,9375.474609375,3179.719970703125,10433.650390625
2020-07-07,9252.27734375,3145.320068359375,10343.8896484375
2020-07-08,9428.3330078125,3169.93994140625,10492.5
2020-07-09,9277.9677734375,3152.050048828125,10547.75
2020-07-10,9278.8076171875,3185.0400390625,10617.4404296875
2020-07-11,9240.3466796875,,
2020-07-12,9276.5,,
2020-07-13,9243.6142578125,3155.219970703125,10390.83984375
2020-07-14,9243.2138671875,3197.52001953125,10488.580078125
2020-07-15,9192.8369140625,3226.56005859375,10550.490234375
2020-07-16,9132.2275390625,3215.570068359375,10473.830078125
2020-07-17,9151.392578125,3224.72998046875,10503.1904296875
2020-07-18,9159.0400390625,,
2020-07-19,9185.8173828125,,
2020-07-20,9164.2314453125,3251.840087890625,10767.08984375
2020-07-21,9374.8876953125,3257.300048828125,10680.3603515625
2020-07-22,9525.36328125,3276.02001953125,10706.1298828125
2020-07-23,9581.072265625,3235.659912109375,10461.419921875
2020-07-24,9536.892578125,3215.6298828125,10363.1796875
2020-07-25,9677.11328125,,
2020-07-26,9905.1669921875,,
2020-07-27,10990.873046875,3239.409912109375,10536.26953125
2020-07-28,10912.8232421875,3218.43994140625,10402.08984375
2020-07-29,11100.4677734375,3258.43994140625,10542.9404296875
2020-07-30,11111.2138671875,3246.219970703125,10587.8095703125
2020-07-31,11323.466796875,3271.1201171875,10745.26953125
2020-08-01,11759.5927734375,,
2020-08-02,11053.6142578125,,
2020-08-03,11246.3486328125,3294.610107421875,10902.7998046875
2020-08-04,11205.892578125,3306.510009765625,10941.169921875
2020-08-05,11747.0224609375,3327.77001953125,10998.400390625
2020-08-06,11779.7734375,3349.159912109375,11108.0703125
2020-08-07,11601.47265625,3351.280029296875,11010.98046875
2020-08-08,11754.0458984375,,
2020-08-09,11675.7392578125,,
2020-08-10,11878.111328125,3360.469970703125,10968.3603515625
2020-08-11,11410.525390625,3333.68994140625,10782.8203125
2020-08-12,11584.9345703125,3380.35009765625,11012.240234375
2020-08-13,11784.1376953125,3373.429931640625,11042.5
2020-08-14,11768.87109375,3372.85009765625,11019.2998046875
2020-08-15,11865.6982421875,,
2020-08-16,11892.8037109375,,
2020-08-17,12254.40234375,3381.989990234375,11129.73046875
2020-08-18,11991.2333984375,3389.780029296875,11210.83984375
2020-08-19,11758.283203125,3374.85009765625,11146.4599609375
2020-08-20,11878.3720703125,3385.510009765625,11264.9501953125
2020-08-21,11592.4892578125,3397.159912109375,11311.7998046875
2020-08-22,11681.8251953125,,
2020-08-23,11664.84765625,,
2020-08-24,11774.595703125,3431.280029296875,11379.7197265625
2020-08-25,11366.134765625,3443.6201171875,11466.4697265625
2020-08-26,11488.36328125,3478.72998046875,11665.0595703125
2020-08-27,11323.3974609375,3484.550048828125,11625.33984375
2020-08-28,11542.5,3508.010009765625,11695.6298828125
2020-08-29,11506.865234375,,
2020-08-30,11711.505859375,,
2020-08-31,11680.8203125,3500.31005859375,11775.4599609375
2020-09-01,11970.478515625,3526.64990234375,11939.669921875
2020-09-02,11414.0341796875,3580.840087890625,12056.4404296875
2020-09-03,10245.296875,3455.06005859375,11458.099609375
2020-09-04,10511.8134765625,3426.9599609375,11313.1298828125
2020-09-05,10169.5673828125,,
2020-09-06,10280.3515625,,
2020-09-07,10369.5634765625,,
2020-09-08,10131.5166015625,3331.840087890625,10847.6904296875
2020-09-09,10242.34765625,3398.9599609375,11141.5595703125
2020-09-10,10363.138671875,3339.18994140625,10919.58984375
2020-09-11,10400.9150390625,3340.969970703125,10853.5498046875
2020-09-12,10442.1708984375,,
2020-09-13,10323.755859375,,
2020-09-14,10680.837890625,3383.5400390625,11056.650390625
2020-09-15,10796.951171875,3401.199951171875,11190.3203125
2020-09-16,10974.9052734375,3385.489990234375,11050.4697265625
2020-09-17,10948.990234375,3357.010009765625,10910.2802734375
2020-09-18,10944.5859375,3319.469970703125,10793.2802734375
2020-09-19,11094.3466796875,,
2020-09-20,10938.271484375,,
2020-09-21,10462.259765625,3281.06005859375,10778.7998046875
2020-09-22,10538.4599609375,3315.570068359375,10963.6396484375
2020-09-23,10246.1865234375,3236.919921875,10632.990234375
2020-09-24,10760.06640625,3246.590087890625,10672.26953125
2020-09-25,10692.716796875,3298.4599609375,10913.5595703125
2020-09-26,10750.7236328125,,
2020-09-27,10775.26953125,,
2020-09-28,10709.65234375,3351.60009765625,11117.5302734375
2020-09-29,10844.640625,3335.469970703125,11085.25
2020-09-30,10784.4912109375,3363.0,11167.509765625
2020-10-01,10619.4521484375,3380.800048828125,11326.509765625
2020-10-02,10575.974609375,3348.419921875,11075.01953125
2020-10-03,10549.3291015625,,
2020-10-04,10669.5830078125,,
2020-10-05,10793.33984375,3408.60009765625,11332.490234375
2020-10-06,10604.40625,3360.969970703125,11154.599609375
2020-10-07,10668.96875,3419.43994140625,11364.599609375
2020-10-08,10915.685546875,3446.830078125,11420.98046875
2020-10-09,11064.4580078125,3477.139892578125,11579.9404296875
2020-10-10,11296.361328125,,
2020-10-11,11384.181640625,,
2020-10-12,11555.36328125,3534.219970703125,11876.259765625
2020-10-13,11425.8994140625,3511.929931640625,11863.900390625
2020-10-14,11429.5068359375,3488.669921875,11768.73046875
2020-10-15,11495.349609375,3483.340087890625,11713.8701171875
2020-10-16,11322.123046875,3483.81005859375,11671.5595703125
2020-10-17,11358.1015625,,
2020-10-18,11483.359375,,
2020-10-19,11742.037109375,3426.919921875,11478.8798828125
2020-10-20,11916.3349609375,3443.1201171875,11516.490234375
2020-10-21,12823.689453125,3435.56005859375,11484.6904296875
2020-10-22,12965.8916015625,3453.489990234375,11506.009765625
2020-10-23,12931.5390625,3465.389892578125,11548.2802734375
2020-10-24,13108.0625,,
2020-10-25,13031.173828125,,
2020-10-26,13075.248046875,3400.969970703125,11358.9404296875
2020-10-27,13654.21875,3390.679931640625,11431.349609375
2020-10-28,13271.28515625,3271.030029296875,11004.8701171875
2020-10-29,13437.8828125,3310.110107421875,11185.58984375
2020-10-30,13546.5224609375,3269.9599609375,10911.58984375
2020-10-31,13780.9951171875,,
2020-11-01,13737.109375,,
2020-11-02,13550.4892578125,3310.239990234375,10957.6103515625
2020-11-03,13950.30078125,3369.159912109375,11160.5703125
2020-11-04,14133.70703125,3443.43994140625,11590.7802734375
2020-11-05,15579.8486328125,3510.449951171875,11890.9296875
2020-11-06,15565.880859375,3509.43994140625,11895.23046875
2020-11-07,14833.75390625,,
2020-11-08,15479.5673828125,,
2020-11-09,15332.3154296875,3550.5,11713.7802734375
2020-11-10,15290.90234375,3545.530029296875,11553.8603515625
2020-11-11,15701.33984375,3572.659912109375,11786.4296875
2020-11-12,16276.34375,3537.010009765625,11709.58984375
2020-11-13,16317.80859375,3585.14990234375,11829.2900390625
2020-11-14,16068.138671875,,
2020-11-15,15955.587890625,,
2020-11-16,16716.111328125,3626.909912109375,11924.1298828125
2020-11-17,17645.40625,3609.530029296875,11899.33984375
2020-11-18,17804.005859375,3567.7900390625,11801.599609375
2020-11-19,17817.08984375,3581.8701171875,11904.7099609375
2020-11-20,18621.314453125,3557.5400390625,11854.9697265625
2020-11-21,18642.232421875,,
2020-11-22,18370.001953125,,
2020-11-23,18364.12109375,3577.590087890625,11880.6298828125
2020-11-24,19107.46484375,3635.409912109375,12036.7900390625
2020-11-25,18732.12109375,3629.64990234375,12094.400390625
2020-11-26,17150.623046875,,
2020-11-27,17108.40234375,3638.35009765625,12205.849609375
2020-11-28,17717.4140625,,
2020-11-29,18177.484375,,
2020-11-30,19625.8359375,3621.6298828125,12198.740234375
2020-12-01,18802.998046875,3662.449951171875,12355.1103515625
2020-12-02,19201.091796875,3669.010009765625,12349.3701171875
2020-12-03,19445.3984375,3666.719970703125,12377.1796875
2020-12-04,18699.765625,3699.1201171875,12464.23046875
2020-12-05,19154.23046875,,
2020-12-06,19345.12109375,,
2020-12-07,19191.630859375,3691.9599609375,12519.9501953125
2020-12-08,18321.14453125,3702.25,12582.76953125
2020-12-09,18553.916015625,3672.820068359375,12338.9501953125
2020-12-10,18264.9921875,3668.10009765625,12405.8095703125
2020-12-11,18058.904296875,3663.4599609375,12377.8701171875
2020-12-12,18803.65625,,
2020-12-13,19142.3828125,,
2020-12-14,19246.64453125,3647.489990234375,12440.0400390625
2020-12-15,19417.076171875,3694.6201171875,12595.0595703125
2020-12-16,21310.59765625,3701.169921875,12658.1904296875
2020-12-17,22805.162109375,3722.47998046875,12764.75
2020-12-18,23137.9609375,3709.409912109375,12755.6396484375
2020-12-19,23869.83203125,,
2020-12-20,23477.294921875,,
2020-12-21,22803.08203125,3694.919921875,12742.51953125
2020-12-22,23783.029296875,3687.260009765625,12807.919921875
2020-12-23,23241.345703125,3690.010009765625,12771.1103515625
2020-12-24,23735.94921875,3703.06005859375,12804.73046875
2020-12-25,24664.791015625,,
2020-12-26,26437.037109375,,
2020-12-27,26272.294921875,,
2020-12-28,27084.80859375,3735.360107421875,12899.419921875
2020-12-29,27362.4375,3727.0400390625,12850.2197265625
2020-12-30,28840.953125,3732.0400390625,12870.0
2020-12-31,29001.720703125,3756.070068359375,12888.2802734375
2021-01-01,29374.15234375,,
2021-01-02,32127.267578125,,
2021-01-03,32782.0234375,,
2021-01-04,31971.9140625,3700.64990234375,12698.4501953125
2021-01-05,33992.4296875,3726.860107421875,12818.9599609375
2021-01-06,36824.36328125,3748.139892578125,12740.7900390625
2021-01-07,39371.04296875,3803.7900390625,13067.48046875
2021-01-08,40797.609375,3824.679931640625,13201.98046875
2021-01-09,40254.546875,,
2021-01-10,38356.44140625,,
2021-01-11,35566.65625,3799.610107421875,13036.4296875
2021-01-12,33922.9609375,3801.18994140625,13072.4296875
2021-01-13,37316.359375,3809.840087890625,13128.9501953125
2021-01-14,39187.328125,3795.5400390625,13112.6396484375
2021-01-15,36825.3671875,3768.25,12998.5
2021-01-16,36178.140625,,
2021-01-17,35791.27734375,,
2021-01-18,36630.07421875,,
2021-01-19,36069.8046875,3798.909912109375,13197.1796875
2021-01-20,35547.75,3851.85009765625,13457.25
2021-01-21,30825.69921875,3853.070068359375,13530.91015625
2021-01-22,33005.76171875,3841.469970703125,13543.0595703125
2021-01-23,32067.642578125,,
2021-01-24,32289.37890625,,
2021-01-25,32366.392578125,3855.360107421875,13635.990234375
2021-01-26,32569.849609375,3849.6201171875,13626.0595703125
2021-01-27,30432.546875,3750.77001953125,13270.599609375
2021-01-28,33466.09765625,3787.3798828125,13337.16015625
2021-01-29,34316.38671875,3714.239990234375,13070.6904296875
2021-01-30,34269.5234375,,
2021-01-31,33114.359375,,
2021-02-01,33537.17578125,3773.860107421875,13403.3896484375
2021-02-02,35510.2890625,3826.31005859375,13612.7802734375
2021-02-03,37472.08984375,3830.169921875,13610.5400390625
2021-02-04,36926.06640625,3871.739990234375,13777.740234375
2021-02-05,38144.30859375,3886.830078125,13856.2998046875
2021-02-06,39266.01171875,,
2021-02-07,38903.44140625,,
2021-02-08,46196.46484375,3915.590087890625,13987.6396484375
2021-02-09,46481.10546875,3911.22998046875,14007.7001953125
2021-02-10,44918.18359375,3909.8798828125,13972.5302734375
2021-02-11,47909.33203125,3916.3798828125,14025.76953125
2021-02-12,47504.8515625,3934.830078125,14095.4697265625
2021-02-13,47105.515625,,
2021-02-14,48717.2890625,,
2021-02-15,47945.05859375,,
2021-02-16,49199.87109375,3932.590087890625,14047.5
2021-02-17,52149.0078125,3931.330078125,13965.490234375
2021-02-18,51679.796875,3913.969970703125,13865.3603515625
2021-02-19,55888.1328125,3906.7099609375,13874.4599609375
2021-02-20,56099.51953125,,
2021-02-21,57539.9453125,,
2021-02-22,54207.3203125,3876.5,13533.0498046875
2021-02-23,48824.42578125,3881.3701171875,13465.2001953125
2021-02-24,49705.33203125,3925.429931640625,13597.9697265625
2021-02-25,47093.8515625,3829.340087890625,13119.4296875
2021-02-26,46339.76171875,3811.14990234375,13192.349609375
2021-02-27,46188.453125,,
2021-02-28,45137.76953125,,
2021-03-01,49631.2421875,3901.820068359375,13588.830078125
2021-03-02,48378.98828125,3870.2900390625,13358.7900390625
2021-03-03,50538.2421875,3819.719970703125,12997.75
2021-03-04,48561.16796875,3768.469970703125,12723.4697265625
2021-03-05,48927.3046875,3841.93994140625,12920.150390625
2021-03-06,48912.3828125,,
2021-03-07,51206.69140625,,
2021-03-08,52246.5234375,3821.35009765625,12609.16015625
2021-03-09,54824.1171875,3875.43994140625,13073.8203125
2021-03-10,56008.55078125,3898.81005859375,13068.830078125
2021-03-11,57805.12109375,3939.340087890625,13398.669921875
2021-03-12,57332.08984375,3943.340087890625,13319.8603515625
2021-03-13,61243.0859375,,
2021-03-14,59302.31640625,,
2021-03-15,55907.19921875,3968.93994140625,13459.7099609375
